title,price,land,building,bed,bath,floor,certificate,location
Rumah induk dan kos kosan kodya wirosaban,2200000003,238,250,9,6,2,SHM - Sertifikat Hak Milik,"Umbulharjo, Yogyakarta Kota, Yogyakarta D.I."
Dekat UMY Hunian Siap Huni Harga 300 jtan,395000000,91,45,2,1,1,SHM - Sertifikat Hak Milik,"Jetis, Yogyakarta Kota, Yogyakarta D.I."
RUMAH MURAH BAGUS STRATEGIS DEKAT TERMINAL CONDONGCATUR SLEMAN YOGYA,650000000,91,67,2,1,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
Hunian di pusat kota Yogyakarta Cluster PATRA GRAHA BANGUNJIWO,355578888,91,45,2,1,1,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
"Rumah Mewah + 4 Ruko Dkt UGM, UNY, UKDW, SADHAR",50000000000,1119,1119,8,6,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
"Rumah Belakang CassaGrande Jl Ringroad, SIAP HUNI",850000000,150,300,3,2,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
Rumah Minimalis di Maguwoharjo dekat Pasar Stan dan Tajem,450000000,91,45,2,1,1,SHM - Sertifikat Hak Milik,"Pakualaman, Yogyakarta Kota, Yogyakarta D.I."
Rumah cantik dekat kampus UGM lingkungan nyaman dan strategis,999900000,122,120,3,2,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
Rumah siap huni terbaik di area nya,469000000,91,45,2,1,1,SHM - Sertifikat Hak Milik,"Pakualaman, Yogyakarta Kota, Yogyakarta D.I."
Free Carport dan Garasi  Rumah Baru Minimalis di Tamantirto,389999999,91,45,2,1,1,SHM - Sertifikat Hak Milik,"Mergangsan, Yogyakarta Kota, Yogyakarta D.I."
"jual rmh dkt Jalan Kaliurang,Tiyasan,Condoncatur,perum Banteng",950096390,132,60,3,2,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
"Kos Eksklusif Siap Bangun dalam Ringriad dekat UGM, Jombor dan JCM",2750000000,115,170,8,8,2,SHM - Sertifikat Hak Milik,"Jetis, Yogyakarta Kota, Yogyakarta D.I."
"Selangkah Menuju Kampus UMY,Rumah Murah Kasihan",486000003,91,45,2,1,1,SHM - Sertifikat Hak Milik,"Danurejan, Yogyakarta Kota, Yogyakarta D.I."
"400 Jutaan, Cluster Tamantirto Hills Kasihan Bantul, Siap Bangun",470000000,97,45,2,1,1,SHM - Sertifikat Hak Milik,"Ngampilan, Yogyakarta Kota, Yogyakarta D.I."
Promo Lebaran  Cluster Modern  di Tamantirto,479999999,97,45,2,1,1,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
"Diskon Lebaran Rumah Dijual Murah , Ambarketawang",520200000,91,45,2,1,1,SHM - Sertifikat Hak Milik,"Kraton, Yogyakarta Kota, Yogyakarta D.I."
"RUMAH STRATEGIS DIJUAL DEKAT AMBARUKMO PLAZA
- SMR 319",1400000000,136,110,4,1,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
Cluster Minimalis Dekat Kampus UMY Lingkungan Nasionalis,400000000,93,45,2,1,1,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
Di jual rumah baru siap huni pendowoharjo sewon bantul,450000000,91,45,2,1,1,SHM - Sertifikat Hak Milik,"Ngampilan, Yogyakarta Kota, Yogyakarta D.I."
"Rumah Dekat UNY, UGM Jogja",2950000000,200,379,6,6,2,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
"Rumah Dekat UGM, BIAS, SCH",2700000000,218,229,5,5,2,HGB - Hak Guna Bangun,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
Rumah Modern dan Strategis dekat Amplaz,1600000000,140,200,4,3,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
Rumah Jongke Dekat Pogung,3450000000,473,397,7,7,2,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
Rumah klasik etnik jawa tepi aspal dalam beteng kraton legalitas SHM,3750000000,617,158,5,4,1,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
Rumah 2 lantai full furnished dalam cluster di Nitikan Umbulharjo,2100000000,113,130,3,4,2,SHM - Sertifikat Hak Milik,"Umbulharjo, Yogyakarta Kota, Yogyakarta D.I."
"Rumah Dekat UMBY, UPN Jogja",3000000000,237,202,3,2,2,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
Rumah 2 lantai di kawasan komplek timoho,2500000000,190,170,5,5,2,SHM - Sertifikat Hak Milik,"Gondokusuman, Yogyakarta Kota, Yogyakarta D.I."
"Rumah Mewah Dekat UTY, UGM",3300000000,552,505,6,4,2,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
"Rumah Gejayan Dekat UGM, UNY",3000000000,208,247,6,7,2,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
"Kost eksklusif seturan kos dekat upn,ykpn,uii, atmajaya babarsari,ugm",2300000000,145,250,10,10,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
"Villa Pakem, Area Wisata Kaliurang",2840000000,1290,350,4,3,1,SHM - Sertifikat Hak Milik,"Tegalrejo, Yogyakarta Kota, Yogyakarta D.I."
Premium Griya Perumahan Wedomartani Dkat Jogja Bay Maguwoharjo Sleman,799000000,120,55,2,1,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
Rumah dikotagede kotamadya,900000000,125,85,3,2,1,SHM - Sertifikat Hak Milik,"Kotagede, Yogyakarta Kota, Yogyakarta D.I."
Rumah Bagus Perum JL Kaliurang Tiyasan Dekat PLN Banteng Kolombo UGM,650000000,93,70,2,1,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
"Rumah Dekat UGM, UTY, MMTC",3000000000,406,226,3,4,1,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
"Rumah cocok untuk Usaha , Kantor dekat Kampus UMY &amp; Pusat Kota Jogja",3000000000,170,198,4,3,2,HGB - Hak Guna Bangun,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
"Rumah Dekat UGM, UII Jogja",3200000000,210,180,5,3,2,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
"Rumah Dekat UGM, Mall SCH",2700000000,230,177,5,4,2,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
"Rumah Dekat UMY, UPY, UBSI",3250000000,272,397,5,4,2,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
"Rumah Furnished Dekat UGM, Pogung",2600000000,139,204,4,4,2,HGB - Hak Guna Bangun,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
Rumah Villa Dg Kolamrenang Murah Timur Pasar Gentan Jogja,2300000600,517,196,4,3,1,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
"Rumah Jogja, Dekat UGM, UAD",2600000000,213,190,5,5,2,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
Rumah bagus dekat UGM dalam perumahan elit,2800000000,375,450,9,5,2,SHM - Sertifikat Hak Milik,"Kotagede, Yogyakarta Kota, Yogyakarta D.I."
Rumah dijual kos di dekat kampus isi sewon jl parangtritis,850000000,120,85,3,2,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
Dijual Rumah Mewah Di Kawasan Premium Seturan,2100000000,171,300,5,3,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
Rumah bagus 2 lantai di jalan kaliurang km 8 jaban,1600000000,115,180,4,2,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
Rumah bagus minimalis modern,2000000000,129,131,5,4,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
Rumah mewah perumahan bale agung jalan kaliurang Km 6,5500000000,360,580,7,6,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
Rumah bagus dengan lingkungan perumahan  kodya nyaman sekali,1650000000,170,150,5,4,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
Rumah cantik dalam ringroad dekat sekali ke UGM pogung,2500000000,135,200,4,3,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
Homestay Cantik di Prawirotaman dijual semi furnished,4900000000,340,180,4,4,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
Rumah 2 Lantai di area Pugeran dalam ringroad dekat Kampus UPN Jogja,1500000000,124,170,4,2,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
Rumah baru siap huni purwomartani japlaksari,978000000,165,95,3,2,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
"Kost Dekat UGM, SKE Jogja",9000000000,751,450,9,9,1,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
Rumah Bagus di Kadipiro Wirobrajan Yogyakarta,1000000000,198,225,5,4,2,SHM - Sertifikat Hak Milik,"Gondomanan, Yogyakarta Kota, Yogyakarta D.I."
Unit Tipe One Bedroom di Uttara The Icon,1100000000,35,35,1,1,7,"Lainnya (PPJB, Girik, Adat, dll)","Depok, Sleman Kab., Yogyakarta D.I."
HUNIAN 2 LANTAI DI JOGJA DEKAT KAMPUS UGM UMY AKSES BANDARA,638200001,84,60,3,2,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
RUMAH 2 LANTAI DI JOGJA MURAH INVESTASI COCOK UNTUK PENSIUN,638200000,84,60,3,2,2,SHM - Sertifikat Hak Milik,"Wirobrajan, Yogyakarta Kota, Yogyakarta D.I."
Rumah bagus dalam perumahan di maguwoharjo,785000000,120,70,2,1,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
Rumah Baru Tajem Maguwo Utara Lotte Mart,650000000,100,65,3,2,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
Rumah Mewah Balirejo Timoho Umbulharjo Dekat Baciro Gondokusuman,1300000000,115,125,5,2,2,SHM - Sertifikat Hak Milik,"Gondokusuman, Yogyakarta Kota, Yogyakarta D.I."
Rumah Hook dlm Perumahan Jalan Lebar dkt Perumahan Casagrande Seturan,1900000000,229,117,4,2,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
"rumah dalam perum di Condongcatur dkt amikom,upn,candi gebang",900000000,134,80,3,2,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
"Rumah Perumhan Condongcatur Proses Renovasi Dekat UPN,UII,Casa Grande",3300000000,300,301,5,4,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
Rumah dekat Malioboro dalam perumahan di Jl wates km 3,1400000000,160,160,2,3,1,SHM - Sertifikat Hak Milik,"Wirobrajan, Yogyakarta Kota, Yogyakarta D.I."
Jual murah Apartemen Mataram City,1000000000,57,57,2,2,9,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
Apartemen Mataram City 2 BR murah,1000000000,57,57,2,1,9,SHM - Sertifikat Hak Milik,"Jetis, Yogyakarta Kota, Yogyakarta D.I."
Homestay Oyo 8 kamar dekat sekolah Budi Mulia jalan tajem,1500000000,151,160,3,4,2,HGB - Hak Guna Bangun,"Depok, Sleman Kab., Yogyakarta D.I."
"RUMAH BARU MODERN UTARA JOGJA BAY DEKAT MAGUWOHARJO, SD MODEL. BPY16",1300000000,129,125,3,3,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
"RUMAH BARU TAJEM MAGUWOHARJO DEKAT JOGJA BAY, UPN, UGM, UNY, GEJAYAN",1133000000,100,103,3,3,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
Rumah Mewah dekat Lotte Mart Tajem Maguwoharjo,1650000000,160,240,5,3,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
"RUMAH BARU MEWAH TERJANGKAU KOTA JOGJA DEKAT UAD, GIWANGAN, XT. BPY9",1350000000,111,140,4,3,2,SHM - Sertifikat Hak Milik,"Umbulharjo, Yogyakarta Kota, Yogyakarta D.I."
"Dijual Rumah Mewah, Kolam Renang Pribadi Dalam Perumahan dimaguwoharjo",1560000000,123,180,3,3,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
Rumah dijual dalam perum kodya dekat XT square  dekat kraton,1250000000,84,100,3,2,2,HGB - Hak Guna Bangun,"Umbulharjo, Yogyakarta Kota, Yogyakarta D.I."
"Kost Eksklusif Gejayan Dekat UGM, UNY, Ringroad",4000000000,375,450,9,5,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
RUMAH BARU DI JL WAHID HASYIM SETURAN DALAM RINGROAD CONDONG CATUR,2300000000,158,200,4,3,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
Rumah dlm perumahan full furnish condongcatur nyaman sekali,1400000000,116,230,4,3,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
"Rumah Cantik Full Furnish Dekat XT square,Tamsis ,RS, Lap OR,UAD",4000000000,201,322,6,4,2,SHM - Sertifikat Hak Milik,"Umbulharjo, Yogyakarta Kota, Yogyakarta D.I."
"Rumah Kostel Furnished Income Menarik di Jl Veteran Kodya dkt UAD, UST",1325000000,99,180,5,5,2,HGB - Hak Guna Bangun,"Umbulharjo, Yogyakarta Kota, Yogyakarta D.I."
Dijual rumah bagus dalam perum dekat RS JIH Hartono Mall Depok Sleman,1600000000,131,200,4,3,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
"Rumah Dekat UGM, MMTC, UTY",1800000000,130,191,4,4,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
"Rumah Kostel Bonus AC dlm Komplek Exclusive Jl Veteran Kodya, UAD, UST",1250000000,107,200,4,5,2,SHM - Sertifikat Hak Milik,"Gondokusuman, Yogyakarta Kota, Yogyakarta D.I."
"Rumah Mewah Megah Pakuncen Wirobrajan Barat Malioboro, Bangunan Baru",2750000000,275,350,5,4,2,SHM - Sertifikat Hak Milik,"Wirobrajan, Yogyakarta Kota, Yogyakarta D.I."
"Rumah Mewah Kolam Renang Pribadi Full Furnished Jalan Kaliurang 7,5",4450000000,431,520,5,6,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
Rumah baru 2 lantai di Tamansiswa kodya,1150000000,110,100,3,2,2,SHM - Sertifikat Hak Milik,"Mergangsan, Yogyakarta Kota, Yogyakarta D.I."
Rumah Mewah Yogyakarta Di Maguwoharjo Dekat Jogja Bay,1750000000,106,175,3,3,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
RUMAH MODERN CLUSTER MAGUWOHARJO DEKAT JOGJA BAY. BPY16,1350000000,125,135,3,3,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
Rumah baru utara jogja bay di malangrejo maguwoharjo,1700000000,143,110,3,2,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
"RUMAH MEGAH LEGA DI MAGUWOHARJO DEKAT LOTTE MART, JOGJA BAY. BPY16",1895000000,210,200,5,3,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
dijual murahtanah bonus bangunan Yogya dlm Ringroad dkt Mirota Godean*,550000000,102,45,2,1,1,SHM - Sertifikat Hak Milik,"Wirobrajan, Yogyakarta Kota, Yogyakarta D.I."
Rumah Baru Modern Jagan Kasongan,385000000,92,45,2,1,1,SHM - Sertifikat Hak Milik,"Ngampilan, Yogyakarta Kota, Yogyakarta D.I."
Rumah murah idaman dekat kota yogyakarta,360000000,92,45,2,1,1,SHM - Sertifikat Hak Milik,"Wirobrajan, Yogyakarta Kota, Yogyakarta D.I."
"Tabungan masa depan, investasi tanah dan rumah",499000123,90,45,2,1,1,SHM - Sertifikat Hak Milik,"Gedong Tengen, Yogyakarta Kota, Yogyakarta D.I."
RUMAH STRATEGIS DI AREA PREMIUM DEKAT UGM DAN UNY POGUNG  SLEMAN YOGYA,7500000000,600,400,6,5,1,SHM - Sertifikat Hak Milik,"Umbulharjo, Yogyakarta Kota, Yogyakarta D.I."
Jual Cepat Rumah Kost 8kt 8km perum elite dlm Ringroad pogung dkt UGM,2700000000,135,145,4,2,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
Rumah murah dekat superindo jl.Bantul.1344,350000000,46,36,2,1,1,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
"Dijual Rumah 2 Lantai di Cluster Kota Jogja, dekat Tugu Jogja",2500000299,180,170,4,4,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
"Rumah Halaman Luas Dekat Terminal Giwangan, Kampus UAD dan Brimob",1750000000,400,150,3,2,1,SHM - Sertifikat Hak Milik,"Umbulharjo, Yogyakarta Kota, Yogyakarta D.I."
Dijual rumah 2 lantai dalam komplek perumahan seputaran timoho kodya,2700000000,190,170,4,4,2,SHM - Sertifikat Hak Milik,"Umbulharjo, Yogyakarta Kota, Yogyakarta D.I."
Minimalis cantik dekat terminal condongcatur,790000000,86,75,2,1,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
Rumah Mewah Dalam Cluster Dijual Seisinya lokasi dekat kampus UAD,2100000000,113,130,3,4,2,SHM - Sertifikat Hak Milik,"Umbulharjo, Yogyakarta Kota, Yogyakarta D.I."
Kode RSH732 #Rumah Siap Huni Dekat RS PKU Kotagede Yogyakarta,1800000000,130,160,4,4,2,SHM - Sertifikat Hak Milik,"Kotagede, Yogyakarta Kota, Yogyakarta D.I."
Rumah mewah 2 lantai full furnished perum one gate kodya,1800000000,113,130,3,4,2,SHM - Sertifikat Hak Milik,"Umbulharjo, Yogyakarta Kota, Yogyakarta D.I."
Kode RSH732 #Rumah Siap Huni Dekat RS PKU Kotagede Yogyakarta,1800000000,113,140,4,3,2,SHM - Sertifikat Hak Milik,"Kotagede, Yogyakarta Kota, Yogyakarta D.I."
Jual Rumah Bagus Dalam Perumahan Mewah Dekat Jalan Raya Veteran,1250000111,87,144,3,2,2,SHM - Sertifikat Hak Milik,"Gondokusuman, Yogyakarta Kota, Yogyakarta D.I."
Rumah minimalis dalam cluster 1km dari Ringroad selatan,485000000,133,45,2,1,1,SHM - Sertifikat Hak Milik,"Wirobrajan, Yogyakarta Kota, Yogyakarta D.I."
Dijual Rumah minimalis siap huni dalam cluster didaerah condongcatur,790000000,86,75,2,1,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
"Termurah Di Areanya, Rumah Dekat Kota Dan Tugu Jogja, 7 Menit Ke UMY",647000000,103,60,3,2,2,SHM - Sertifikat Hak Milik,"Wirobrajan, Yogyakarta Kota, Yogyakarta D.I."
Rumah Siap Huni Dlm Perum Elit Pondok Permai Banguntapan,900000000,244,244,6,2,1,SHM - Sertifikat Hak Milik,"Tegalrejo, Yogyakarta Kota, Yogyakarta D.I."
Murah! Rumah Baru kekinian + kolamrenang dekat Kampus UMY &amp; Pusat Kota,880000000,106,60,3,2,2,SHM - Sertifikat Hak Milik,"Wirobrajan, Yogyakarta Kota, Yogyakarta D.I."
Rumah Dijual Seturan Belakang Kampus Upn,1680000000,104,117,4,4,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
"Termurah Di Areanya, Rumah Dekat Kota Dan Tugu Jogja, 7 Menit Ke UMY",647000000,106,60,3,2,2,SHM - Sertifikat Hak Milik,"Wirobrajan, Yogyakarta Kota, Yogyakarta D.I."
Rumah dalam perumahan mewah jalan godean km 3 jogjakarta dekat stpn,1673000000,150,230,4,4,2,SHM - Sertifikat Hak Milik,"Jetis, Yogyakarta Kota, Yogyakarta D.I."
"Tengah Kota Jogja, Jual Rumah di Sekitar Wirobrajan Tegalrejo Yogya",719000000,120,120,3,1,1,SHM - Sertifikat Hak Milik,"Tegalrejo, Yogyakarta Kota, Yogyakarta D.I."
"Perumahan Dekat Tugu Jogja, Jual Rumah Selatan STPN Jogja Yogyakarta",1695000000,150,230,4,4,2,SHM - Sertifikat Hak Milik,"Tegalrejo, Yogyakarta Kota, Yogyakarta D.I."
Villa Mewah Dengan Kolam Renang Full Furnished Dekat Tugu &amp; Malioboro,6500000000,316,350,5,5,2,SHM - Sertifikat Hak Milik,"Tegalrejo, Yogyakarta Kota, Yogyakarta D.I."
Rumah Siap Huni jual Cepat Strategis Jl Raya Tajem,850000000,127,100,3,2,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
Rumah kost ekslusif lingkungan strategis maguwoharjo tajem,1500000000,149,180,8,8,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
RUMAH VILLA DI MAGUWOHARJO SLEMAN DEKAT SD BUDI MULIA DAN SD MODEL,1200000000,100,165,3,2,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
Rumah Murah 2 LT Dekat Lapangan Kasihan Jetis Bantul,337000282,80,37,2,1,1,SHM - Sertifikat Hak Milik,"Wirobrajan, Yogyakarta Kota, Yogyakarta D.I."
Rumah 2 Lantai Murah dalam Perum Elite dekat Kampus UMY Jogja,950000000,103,60,3,2,2,SHM - Sertifikat Hak Milik,"Wirobrajan, Yogyakarta Kota, Yogyakarta D.I."
Rumah 2 lantai seturan selatan kampus UPN lingkungan sangat strategis,2900000000,134,128,5,2,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
Rumah Mewah Luxury Strategis Pinggir Jalan Seputar Prawirotaman,3499000000,268,420,5,4,2,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
Rumah murah halaman luas selatan gedongkuning,480000000,87,75,1,1,1,SHM - Sertifikat Hak Milik,"Umbulharjo, Yogyakarta Kota, Yogyakarta D.I."
Rumah minimalis dalam perumahan di dekat SMA Teladan Wirobrajan,820000000,75,75,3,1,1,SHM - Sertifikat Hak Milik,"Umbulharjo, Yogyakarta Kota, Yogyakarta D.I."
Jual murah rumah dalam ringroad kalipakis tirtonirmolo kasihan bantul,560000000,85,65,3,2,1,SHM - Sertifikat Hak Milik,"Wirobrajan, Yogyakarta Kota, Yogyakarta D.I."
Jual Cepat Tanah Bonus Rumah Luas di Dekat Brimob Jl. Imogiri Timur,1750000000,113,130,3,4,2,SHM - Sertifikat Hak Milik,"Umbulharjo, Yogyakarta Kota, Yogyakarta D.I."
"Rumah Dekat UGM, STIM YKPN",2800000000,250,145,3,3,1,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
"Rumah Dekat UTY, JCM, RSA UGM",2300000000,146,251,3,2,2,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
"Rumah Dalam Perumahan  dekat UGM, Merapi View,UII Jakal Kaliurang Km 8",2100000003,249,197,5,3,2,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
"Rumah Dekat JCM, UTY, MMTC",2300000000,129,105,3,3,2,HGB - Hak Guna Bangun,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
Rumah Induk+ Kost 10kmr Strategis dkt UII jl Kaliurang,2200000000,216,348,9,7,2,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
"Rumah Dekat UGM, MMTC, UTY",1800000000,323,197,2,3,1,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
Rumah Homestay 400m2 dkt Ringroad Kotagede dan Terminal Giwangan,1800000000,113,140,4,3,2,SHM - Sertifikat Hak Milik,"Kotagede, Yogyakarta Kota, Yogyakarta D.I."
Rumah dijual dalam perumahan greenhills di jakal km 9,2300000000,159,182,3,2,2,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
Rumah Jl Solo Dekat UPN,1900000000,143,236,5,4,3,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
Perum arga permai dkt stpn stikes uty unisa ske tvri terminal jcm( fir,1500000000,112,185,3,3,2,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
"Perumahan Jongke Dekat UGM, UTY",1500000000,164,205,4,3,2,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
"Rumah Dalam Perumahan  dekat UGM, Merapi View,UII Jakal Kaliurang Km 8",2100000003,137,89,3,2,2,HGB - Hak Guna Bangun,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
"Rumah Dekat UTY, UGM, MMTC",1800000000,160,156,4,3,2,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
Rumah dekat Gedong Kuning Dlm Cluster Ekslusif,2000000000,113,140,4,3,2,SHM - Sertifikat Hak Milik,"Kotagede, Yogyakarta Kota, Yogyakarta D.I."
"Rumah Baru Condongcatur Minomartani Dekat UPN, FE UII, Amikom",1500000000,121,196,4,3,1,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
"Rumah Dekat UNRIYO, UPN",1550000000,129,164,5,4,2,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
"Rumah Tajem Dekat UPN, UMBY",1550000000,155,157,3,4,2,HGB - Hak Guna Bangun,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
"Rumah Dalam Perumahan  dekat UGM, Merapi View,UII Jakal Kaliurang Km 8",2100000003,130,146,4,3,2,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
"Perumahan Mewah Jl.Imogiri Barat Dekat Ringrod Selatan,UAD,Giwangan",1349900000,97,173,4,2,2,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
RUMAH BARU SIAP HUNI DIJUAL DI KALASAN,550000000,104,62,2,2,1,SHM - Sertifikat Hak Milik,"Kalasan, Sleman Kab., Yogyakarta D.I."
Rumah Baru Jl Kaliurang Km 13 Dekat Kampus UII PPPG Proses Bangun,950000000,75,129,2,1,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
